,../mic/output/pySCENIC_discovery/second/mic0_discovery_auc_mtx_0.csv,../mic/output/pySCENIC_discovery/second/mic0_discovery_auc_mtx_1.csv,../mic/output/pySCENIC_discovery/second/mic0_discovery_auc_mtx_2.csv,../mic/output/pySCENIC_discovery/second/mic0_discovery_auc_mtx_3.csv,sum
NBR1,1.0,1.0,1.0,1.0,100.0
PELI1,1.0,1.0,1.0,1.0,100.0
PERP,1.0,1.0,1.0,1.0,100.0
PHF21A,1.0,1.0,1.0,1.0,100.0
PHLPP1,1.0,1.0,1.0,1.0,100.0
PITRM1,1.0,1.0,1.0,1.0,100.0
PKN2,1.0,1.0,1.0,1.0,100.0
PLCL1,1.0,1.0,1.0,1.0,100.0
POLB,1.0,1.0,1.0,1.0,100.0
PRDM1,1.0,1.0,1.0,1.0,100.0
PRKAG2,1.0,1.0,1.0,1.0,100.0
PRKCH,1.0,1.0,1.0,1.0,100.0
RASAL2,1.0,1.0,1.0,1.0,100.0
RCBTB1,1.0,1.0,1.0,1.0,100.0
RERE,1.0,1.0,1.0,1.0,100.0
RGCC,1.0,1.0,1.0,1.0,100.0
RIN3,1.0,1.0,1.0,1.0,100.0
PELI2,1.0,1.0,1.0,1.0,100.0
PDK4,1.0,1.0,1.0,1.0,100.0
MEF2D,1.0,1.0,1.0,1.0,100.0
PDK1,1.0,1.0,1.0,1.0,100.0
MTMR10,1.0,1.0,1.0,1.0,100.0
MTURN,1.0,1.0,1.0,1.0,100.0
MXI1,1.0,1.0,1.0,1.0,100.0
NBPF11,1.0,1.0,1.0,1.0,100.0
AGAP3,1.0,1.0,1.0,1.0,100.0
NEK7,1.0,1.0,1.0,1.0,100.0
NFIA,1.0,1.0,1.0,1.0,100.0
NOS1AP,1.0,1.0,1.0,1.0,100.0
NPEPPS,1.0,1.0,1.0,1.0,100.0
NR1D2,1.0,1.0,1.0,1.0,100.0
OXR1,1.0,1.0,1.0,1.0,100.0
PAN3,1.0,1.0,1.0,1.0,100.0
PDCD4,1.0,1.0,1.0,1.0,100.0
PDE4D,1.0,1.0,1.0,1.0,100.0
PDGFC,1.0,1.0,1.0,1.0,100.0
RNF122,1.0,1.0,1.0,1.0,100.0
RNF13,1.0,1.0,1.0,1.0,100.0
RNF146,1.0,1.0,1.0,1.0,100.0
RORA,1.0,1.0,1.0,1.0,100.0
TBC1D5,1.0,1.0,1.0,1.0,100.0
TCF20,1.0,1.0,1.0,1.0,100.0
TCP11L2,1.0,1.0,1.0,1.0,100.0
TM7SF3,1.0,1.0,1.0,1.0,100.0
TMCC3,1.0,1.0,1.0,1.0,100.0
TMEM170B,1.0,1.0,1.0,1.0,100.0
TMEM184B,1.0,1.0,1.0,1.0,100.0
TMEM65,1.0,1.0,1.0,1.0,100.0
TNRC6B,1.0,1.0,1.0,1.0,100.0
TXNIP,1.0,1.0,1.0,1.0,100.0
UNC5C,1.0,1.0,1.0,1.0,100.0
UNKL,1.0,1.0,1.0,1.0,100.0
WIPF1,1.0,1.0,1.0,1.0,100.0
ZBTB16,1.0,1.0,1.0,1.0,100.0
ZBTB20,1.0,1.0,1.0,1.0,100.0
TBC1D22A,1.0,1.0,1.0,1.0,100.0
STX7,1.0,1.0,1.0,1.0,100.0
SSH2,1.0,1.0,1.0,1.0,100.0
SLC16A10,1.0,1.0,1.0,1.0,100.0
RPS27L,1.0,1.0,1.0,1.0,100.0
RPS6KA5,1.0,1.0,1.0,1.0,100.0
RUNX2,1.0,1.0,1.0,1.0,100.0
SAMD4A,1.0,1.0,1.0,1.0,100.0
SESN1,1.0,1.0,1.0,1.0,100.0
SFMBT2,1.0,1.0,1.0,1.0,100.0
SLC22A23,1.0,1.0,1.0,1.0,100.0
SSBP2,1.0,1.0,1.0,1.0,100.0
SLC25A26,1.0,1.0,1.0,1.0,100.0
SLC35D1,1.0,1.0,1.0,1.0,100.0
SLC39A1,1.0,1.0,1.0,1.0,100.0
SLC40A1,1.0,1.0,1.0,1.0,100.0
SMAP2,1.0,1.0,1.0,1.0,100.0
SNX27,1.0,1.0,1.0,1.0,100.0
MOB3B,1.0,1.0,1.0,1.0,100.0
ZFP36L2,1.0,1.0,1.0,1.0,100.0
MEF2C-AS1,1.0,1.0,1.0,1.0,100.0
DIP2A,1.0,1.0,1.0,1.0,100.0
FMNL3,1.0,1.0,1.0,1.0,100.0
FKBP5,1.0,1.0,1.0,1.0,100.0
FGGY,1.0,1.0,1.0,1.0,100.0
FGD4,1.0,1.0,1.0,1.0,100.0
FBXL20,1.0,1.0,1.0,1.0,100.0
FAM19A2,1.0,1.0,1.0,1.0,100.0
FAM149A,1.0,1.0,1.0,1.0,100.0
EPB41L2,1.0,1.0,1.0,1.0,100.0
ELMO1,1.0,1.0,1.0,1.0,100.0
ARID1B,1.0,1.0,1.0,1.0,100.0
