,../mic/output/pySCENIC_discovery/second/mic0_discovery_auc_mtx_0.csv,../mic/output/pySCENIC_discovery/second/mic0_discovery_auc_mtx_1.csv,../mic/output/pySCENIC_discovery/second/mic0_discovery_auc_mtx_2.csv,../mic/output/pySCENIC_discovery/second/mic0_discovery_auc_mtx_3.csv,sum
ABCF1,1.0,1.0,1.0,1.0,100.0
NUP54,1.0,1.0,1.0,1.0,100.0
NTRK2,1.0,1.0,1.0,1.0,100.0
NPIPA1,1.0,1.0,1.0,1.0,100.0
NOL8,1.0,1.0,1.0,1.0,100.0
NFYA,1.0,1.0,1.0,1.0,100.0
NFKBIA,1.0,1.0,1.0,1.0,100.0
NFIL3,1.0,1.0,1.0,1.0,100.0
NFIC,1.0,1.0,1.0,1.0,100.0
NDUFA4L2,1.0,1.0,1.0,1.0,100.0
NAMPT,1.0,1.0,1.0,1.0,100.0
NACA,1.0,1.0,1.0,1.0,100.0
NAB1,1.0,1.0,1.0,1.0,100.0
NAA35,1.0,1.0,1.0,1.0,100.0
MYL12A,1.0,1.0,1.0,1.0,100.0
MX1,1.0,1.0,1.0,1.0,100.0
MTPN,1.0,1.0,1.0,1.0,100.0
NUDT4,1.0,1.0,1.0,1.0,100.0
NXF1,1.0,1.0,1.0,1.0,100.0
MTFR1,1.0,1.0,1.0,1.0,100.0
OGFR,1.0,1.0,1.0,1.0,100.0
PNPT1,1.0,1.0,1.0,1.0,100.0
PNPLA6,1.0,1.0,1.0,1.0,100.0
PLEKHA3,1.0,1.0,1.0,1.0,100.0
PKIA-AS1,1.0,1.0,1.0,1.0,100.0
PIN4,1.0,1.0,1.0,1.0,100.0
PENK,1.0,1.0,1.0,1.0,100.0
PDZRN4,1.0,1.0,1.0,1.0,100.0
PDXDC1,1.0,1.0,1.0,1.0,100.0
PDE1C,1.0,1.0,1.0,1.0,100.0
PARVG,1.0,1.0,1.0,1.0,100.0
PARP9,1.0,1.0,1.0,1.0,100.0
PARP14,1.0,1.0,1.0,1.0,100.0
PARP12,1.0,1.0,1.0,1.0,100.0
OXA1L,1.0,1.0,1.0,1.0,100.0
OTUD3,1.0,1.0,1.0,1.0,100.0
MTM1,1.0,1.0,1.0,1.0,100.0
MRPS6,1.0,1.0,1.0,1.0,100.0
GIMAP2,1.0,1.0,1.0,1.0,100.0
IRF7,1.0,1.0,1.0,1.0,100.0
IL4I1,1.0,1.0,1.0,1.0,100.0
IGF2R,1.0,1.0,1.0,1.0,100.0
IFNLR1,1.0,1.0,1.0,1.0,100.0
HSPA1B,1.0,1.0,1.0,1.0,100.0
HSP90AB1,1.0,1.0,1.0,1.0,100.0
HSBP1,1.0,1.0,1.0,1.0,100.0
HNRNPDL,1.0,1.0,1.0,1.0,100.0
HLA-A,1.0,1.0,1.0,1.0,100.0
HIPK3,1.0,1.0,1.0,1.0,100.0
HEXDC,1.0,1.0,1.0,1.0,100.0
GXYLT1,1.0,1.0,1.0,1.0,100.0
GRN,1.0,1.0,1.0,1.0,100.0
GRAMD4,1.0,1.0,1.0,1.0,100.0
GNAI2,1.0,1.0,1.0,1.0,100.0
GMFB,1.0,1.0,1.0,1.0,100.0
IPO7,1.0,1.0,1.0,1.0,100.0
ITGB2,1.0,1.0,1.0,1.0,100.0
MROH1,1.0,1.0,1.0,1.0,100.0
KCNE3,1.0,1.0,1.0,1.0,100.0
MOB2,1.0,1.0,1.0,1.0,100.0
MIB2,1.0,1.0,1.0,1.0,100.0
MGAM,1.0,1.0,1.0,1.0,100.0
MFSD4B,1.0,1.0,1.0,1.0,100.0
MAZ,1.0,1.0,1.0,1.0,100.0
MARK4,1.0,1.0,1.0,1.0,100.0
MAPRE2,1.0,1.0,1.0,1.0,100.0
MAPKAPK3,1.0,1.0,1.0,1.0,100.0
MAP7D1,1.0,1.0,1.0,1.0,100.0
LRRC1,1.0,1.0,1.0,1.0,100.0
LINC00323,1.0,1.0,1.0,1.0,100.0
KIZ,1.0,1.0,1.0,1.0,100.0
KIN,1.0,1.0,1.0,1.0,100.0
KDM2B,1.0,1.0,1.0,1.0,100.0
KCTD3,1.0,1.0,1.0,1.0,100.0
PPP1R10,1.0,1.0,1.0,1.0,100.0
PRDX1,1.0,1.0,1.0,1.0,100.0
RAB11FIP3,1.0,1.0,1.0,1.0,100.0
TRIM4,1.0,1.0,1.0,1.0,100.0
TOB2,1.0,1.0,1.0,1.0,100.0
TNKS2,1.0,1.0,1.0,1.0,100.0
TNFRSF1B,1.0,1.0,1.0,1.0,100.0
TNFRSF14,1.0,1.0,1.0,1.0,100.0
TMEM8A,1.0,1.0,1.0,1.0,100.0
TMED2,1.0,1.0,1.0,1.0,100.0
TLN1,1.0,1.0,1.0,1.0,100.0
TGOLN2,1.0,1.0,1.0,1.0,100.0
TGFBRAP1,1.0,1.0,1.0,1.0,100.0
TFE3,1.0,1.0,1.0,1.0,100.0
TEX10,1.0,1.0,1.0,1.0,100.0
TBC1D8,1.0,1.0,1.0,1.0,100.0
TBC1D2,1.0,1.0,1.0,1.0,100.0
TASP1,1.0,1.0,1.0,1.0,100.0
TANGO2,1.0,1.0,1.0,1.0,100.0
TRIB3,1.0,1.0,1.0,1.0,100.0
UBALD2,1.0,1.0,1.0,1.0,100.0
RALGAPB,1.0,1.0,1.0,1.0,100.0
UBR3,1.0,1.0,1.0,1.0,100.0
ZCCHC2,1.0,1.0,1.0,1.0,100.0
ZBTB7B,1.0,1.0,1.0,1.0,100.0
YKT6,1.0,1.0,1.0,1.0,100.0
XXYLT1,1.0,1.0,1.0,1.0,100.0
XRCC5,1.0,1.0,1.0,1.0,100.0
XPO4,1.0,1.0,1.0,1.0,100.0
XBP1,1.0,1.0,1.0,1.0,100.0
XAF1,1.0,1.0,1.0,1.0,100.0
WRNIP1,1.0,1.0,1.0,1.0,100.0
WDR81,1.0,1.0,1.0,1.0,100.0
WDR77,1.0,1.0,1.0,1.0,100.0
WARS,1.0,1.0,1.0,1.0,100.0
WAPL,1.0,1.0,1.0,1.0,100.0
VIM,1.0,1.0,1.0,1.0,100.0
USP49,1.0,1.0,1.0,1.0,100.0
TAF1B,1.0,1.0,1.0,1.0,100.0
SUFU,1.0,1.0,1.0,1.0,100.0
STAT5A,1.0,1.0,1.0,1.0,100.0
STAT2,1.0,1.0,1.0,1.0,100.0
S100A11,1.0,1.0,1.0,1.0,100.0
RYK,1.0,1.0,1.0,1.0,100.0
RWDD1,1.0,1.0,1.0,1.0,100.0
RPSA,1.0,1.0,1.0,1.0,100.0
RPL5,1.0,1.0,1.0,1.0,100.0
RPL3,1.0,1.0,1.0,1.0,100.0
RPL28,1.0,1.0,1.0,1.0,100.0
RPA1,1.0,1.0,1.0,1.0,100.0
RP2,1.0,1.0,1.0,1.0,100.0
ROR2,1.0,1.0,1.0,1.0,100.0
RHOBTB3,1.0,1.0,1.0,1.0,100.0
RCN3,1.0,1.0,1.0,1.0,100.0
RBBP6,1.0,1.0,1.0,1.0,100.0
RASGEF1B,1.0,1.0,1.0,1.0,100.0
RANGAP1,1.0,1.0,1.0,1.0,100.0
S100A4,1.0,1.0,1.0,1.0,100.0
SAE1,1.0,1.0,1.0,1.0,100.0
SERINC3,1.0,1.0,1.0,1.0,100.0
SNHG25,1.0,1.0,1.0,1.0,100.0
STARD4,1.0,1.0,1.0,1.0,100.0
ST14,1.0,1.0,1.0,1.0,100.0
SRSF3,1.0,1.0,1.0,1.0,100.0
SRM,1.0,1.0,1.0,1.0,100.0
SPPL3,1.0,1.0,1.0,1.0,100.0
SOCS7,1.0,1.0,1.0,1.0,100.0
SLC7A5,1.0,1.0,1.0,1.0,100.0
SH2B3,1.0,1.0,1.0,1.0,100.0
SLC4A2,1.0,1.0,1.0,1.0,100.0
SLC39A14,1.0,1.0,1.0,1.0,100.0
SLC26A2,1.0,1.0,1.0,1.0,100.0
SLC25A19,1.0,1.0,1.0,1.0,100.0
SLC16A3,1.0,1.0,1.0,1.0,100.0
SIAH1,1.0,1.0,1.0,1.0,100.0
GLRX3,1.0,1.0,1.0,1.0,100.0
MRPL20,1.0,1.0,1.0,1.0,100.0
CD81,1.0,1.0,1.0,1.0,100.0
CCAR1,1.0,1.0,1.0,1.0,100.0
EPSTI1,1.0,1.0,1.0,1.0,100.0
CALR,1.0,1.0,1.0,1.0,100.0
ATP1B3,1.0,1.0,1.0,1.0,100.0
ARHGAP20,1.0,1.0,1.0,1.0,100.0
CBX5,1.0,1.0,1.0,1.0,100.0
ATP2A2,1.0,1.0,1.0,1.0,100.0
ERI2,1.0,1.0,1.0,1.0,100.0
ATXN7L3B,1.0,1.0,1.0,1.0,100.0
ERP44,1.0,1.0,1.0,1.0,100.0
CYHR1,1.0,1.0,1.0,1.0,100.0
FAM157C,1.0,1.0,1.0,1.0,100.0
APOL6,1.0,1.0,1.0,1.0,100.0
