,../mic/output/pySCENIC_discovery/second/mic0_discovery_auc_mtx_0.csv,../mic/output/pySCENIC_discovery/second/mic0_discovery_auc_mtx_1.csv,../mic/output/pySCENIC_discovery/second/mic0_discovery_auc_mtx_2.csv,../mic/output/pySCENIC_discovery/second/mic0_discovery_auc_mtx_3.csv,sum
NCOA6,1.0,1.0,1.0,1.0,100.0
PRKAB1,1.0,1.0,1.0,1.0,100.0
PPP1R21,1.0,1.0,1.0,1.0,100.0
PPP1R18,1.0,1.0,1.0,1.0,100.0
POMP,1.0,1.0,1.0,1.0,100.0
POLR3A,1.0,1.0,1.0,1.0,100.0
POLI,1.0,1.0,1.0,1.0,100.0
PMM2,1.0,1.0,1.0,1.0,100.0
PLPP1,1.0,1.0,1.0,1.0,100.0
PLEKHM1,1.0,1.0,1.0,1.0,100.0
PHKG2,1.0,1.0,1.0,1.0,100.0
PGGT1B,1.0,1.0,1.0,1.0,100.0
PDZD8,1.0,1.0,1.0,1.0,100.0
PDSS2,1.0,1.0,1.0,1.0,100.0
PDPR,1.0,1.0,1.0,1.0,100.0
PBRM1,1.0,1.0,1.0,1.0,100.0
PARG,1.0,1.0,1.0,1.0,100.0
PAG1,1.0,1.0,1.0,1.0,100.0
OSBPL11,1.0,1.0,1.0,1.0,100.0
OPRM1,1.0,1.0,1.0,1.0,100.0
OLA1,1.0,1.0,1.0,1.0,100.0
NUTM2B-AS1,1.0,1.0,1.0,1.0,100.0
NUP93,1.0,1.0,1.0,1.0,100.0
PRDM15,1.0,1.0,1.0,1.0,100.0
PRTFDC1,1.0,1.0,1.0,1.0,100.0
NUP50,1.0,1.0,1.0,1.0,100.0
PSMD14,1.0,1.0,1.0,1.0,100.0
RNF121,1.0,1.0,1.0,1.0,100.0
RNASET2,1.0,1.0,1.0,1.0,100.0
RNASEH2B-AS1,1.0,1.0,1.0,1.0,100.0
RIC8B,1.0,1.0,1.0,1.0,100.0
REV1,1.0,1.0,1.0,1.0,100.0
RCSD1,1.0,1.0,1.0,1.0,100.0
RCC2,1.0,1.0,1.0,1.0,100.0
