,../mic/output/pySCENIC_discovery/second/mic0_discovery_auc_mtx_0.csv,../mic/output/pySCENIC_discovery/second/mic0_discovery_auc_mtx_1.csv,../mic/output/pySCENIC_discovery/second/mic0_discovery_auc_mtx_2.csv,../mic/output/pySCENIC_discovery/second/mic0_discovery_auc_mtx_3.csv,sum
ACAP2,1.0,1.0,1.0,1.0,100.0
NPM1,1.0,1.0,1.0,1.0,100.0
MED6,1.0,1.0,1.0,1.0,100.0
ACER3,1.0,1.0,1.0,1.0,100.0
MKNK1,1.0,1.0,1.0,1.0,100.0
MLXIPL,1.0,1.0,1.0,1.0,100.0
MNT,1.0,1.0,1.0,1.0,100.0
MROH1,1.0,1.0,1.0,1.0,100.0
MRPS35,1.0,1.0,1.0,1.0,100.0
NCK2,1.0,1.0,1.0,1.0,100.0
NCOA5,1.0,1.0,1.0,1.0,100.0
NECTIN3,1.0,1.0,1.0,1.0,100.0
NFATC2,1.0,1.0,1.0,1.0,100.0
OLA1,1.0,1.0,1.0,1.0,100.0
MAML2,1.0,1.0,1.0,1.0,100.0
P2RY12,1.0,1.0,1.0,1.0,100.0
PALD1,1.0,1.0,1.0,1.0,100.0
PATJ,1.0,1.0,1.0,1.0,100.0
PDIA3,1.0,1.0,1.0,1.0,100.0
PDIA6,1.0,1.0,1.0,1.0,100.0
PDPN,1.0,1.0,1.0,1.0,100.0
PIK3CD,1.0,1.0,1.0,1.0,100.0
PIM1,1.0,1.0,1.0,1.0,100.0
PKD2,1.0,1.0,1.0,1.0,100.0
PPARD,1.0,1.0,1.0,1.0,100.0
PTPRE,1.0,1.0,1.0,1.0,100.0
MAP2K1,1.0,1.0,1.0,1.0,100.0
LRCH1,1.0,1.0,1.0,1.0,100.0
PTTG1IP,1.0,1.0,1.0,1.0,100.0
IL4R,1.0,1.0,1.0,1.0,100.0
HDAC9,1.0,1.0,1.0,1.0,100.0
HDLBP,1.0,1.0,1.0,1.0,100.0
HEG1,1.0,1.0,1.0,1.0,100.0
HNRNPU,1.0,1.0,1.0,1.0,100.0
HRH2,1.0,1.0,1.0,1.0,100.0
HSP90B1,1.0,1.0,1.0,1.0,100.0
IFNGR2,1.0,1.0,1.0,1.0,100.0
IKZF1,1.0,1.0,1.0,1.0,100.0
IKZF2,1.0,1.0,1.0,1.0,100.0
IL1B,1.0,1.0,1.0,1.0,100.0
IL1RAP,1.0,1.0,1.0,1.0,100.0
IPCEF1,1.0,1.0,1.0,1.0,100.0
LPP,1.0,1.0,1.0,1.0,100.0
ITGA9,1.0,1.0,1.0,1.0,100.0
ITGAV,1.0,1.0,1.0,1.0,100.0
ITPR2,1.0,1.0,1.0,1.0,100.0
KCNQ3,1.0,1.0,1.0,1.0,100.0
KLHL2,1.0,1.0,1.0,1.0,100.0
LAP3,1.0,1.0,1.0,1.0,100.0
LCP1,1.0,1.0,1.0,1.0,100.0
LMAN1,1.0,1.0,1.0,1.0,100.0
LMNB1,1.0,1.0,1.0,1.0,100.0
LMO2,1.0,1.0,1.0,1.0,100.0
LMO7,1.0,1.0,1.0,1.0,100.0
PTPRJ,1.0,1.0,1.0,1.0,100.0
PUM3,1.0,1.0,1.0,1.0,100.0
GRB2,1.0,1.0,1.0,1.0,100.0
TSPAN15,1.0,1.0,1.0,1.0,100.0
STAB1,1.0,1.0,1.0,1.0,100.0
SUPT3H,1.0,1.0,1.0,1.0,100.0
TBC1D8,1.0,1.0,1.0,1.0,100.0
TBL1XR1,1.0,1.0,1.0,1.0,100.0
TGFBR1,1.0,1.0,1.0,1.0,100.0
THBD,1.0,1.0,1.0,1.0,100.0
TMEM117,1.0,1.0,1.0,1.0,100.0
TNFSF8,1.0,1.0,1.0,1.0,100.0
TOP1,1.0,1.0,1.0,1.0,100.0
TRERF1,1.0,1.0,1.0,1.0,100.0
TRPM2,1.0,1.0,1.0,1.0,100.0
UBE2J1,1.0,1.0,1.0,1.0,100.0
SPTLC2,1.0,1.0,1.0,1.0,100.0
UGGT2,1.0,1.0,1.0,1.0,100.0
VDAC1,1.0,1.0,1.0,1.0,100.0
VKORC1L1,1.0,1.0,1.0,1.0,100.0
VRK2,1.0,1.0,1.0,1.0,100.0
WWC2,1.0,1.0,1.0,1.0,100.0
WWP1,1.0,1.0,1.0,1.0,100.0
XRN2,1.0,1.0,1.0,1.0,100.0
YAE1D1,1.0,1.0,1.0,1.0,100.0
ZC3H15,1.0,1.0,1.0,1.0,100.0
ZDHHC5,1.0,1.0,1.0,1.0,100.0
ZNF124,1.0,1.0,1.0,1.0,100.0
SRRM2,1.0,1.0,1.0,1.0,100.0
SPRED1,1.0,1.0,1.0,1.0,100.0
PXN,1.0,1.0,1.0,1.0,100.0
SFSWAP,1.0,1.0,1.0,1.0,100.0
RAB39A,1.0,1.0,1.0,1.0,100.0
RASA3,1.0,1.0,1.0,1.0,100.0
RASSF2,1.0,1.0,1.0,1.0,100.0
RASSF8,1.0,1.0,1.0,1.0,100.0
RBMS1,1.0,1.0,1.0,1.0,100.0
RGL1,1.0,1.0,1.0,1.0,100.0
RUNX1,1.0,1.0,1.0,1.0,100.0
SBNO2,1.0,1.0,1.0,1.0,100.0
SEH1L,1.0,1.0,1.0,1.0,100.0
SETBP1,1.0,1.0,1.0,1.0,100.0
SETX,1.0,1.0,1.0,1.0,100.0
SH3GL2,1.0,1.0,1.0,1.0,100.0
SOCS6,1.0,1.0,1.0,1.0,100.0
SH3GLB1,1.0,1.0,1.0,1.0,100.0
SH3PXD2B,1.0,1.0,1.0,1.0,100.0
SHTN1,1.0,1.0,1.0,1.0,100.0
SIPA1L1,1.0,1.0,1.0,1.0,100.0
SLC16A3,1.0,1.0,1.0,1.0,100.0
SLC25A37,1.0,1.0,1.0,1.0,100.0
SLC25A43,1.0,1.0,1.0,1.0,100.0
SLC39A14,1.0,1.0,1.0,1.0,100.0
SMAD3,1.0,1.0,1.0,1.0,100.0
SND1,1.0,1.0,1.0,1.0,100.0
SOCS3,1.0,1.0,1.0,1.0,100.0
HDAC7,1.0,1.0,1.0,1.0,100.0
MIR503HG,1.0,1.0,1.0,1.0,100.0
ZNF692,1.0,1.0,1.0,1.0,100.0
DTNB,1.0,1.0,1.0,1.0,100.0
BCL2,1.0,1.0,1.0,1.0,100.0
BCAR3,1.0,1.0,1.0,1.0,100.0
DHX15,1.0,1.0,1.0,1.0,100.0
B3GLCT,1.0,1.0,1.0,1.0,100.0
ATAD2B,1.0,1.0,1.0,1.0,100.0
ASPH,1.0,1.0,1.0,1.0,100.0
ASCC2,1.0,1.0,1.0,1.0,100.0
DUSP2,1.0,1.0,1.0,1.0,100.0
DENND4B,1.0,1.0,1.0,1.0,100.0
ARID5A,1.0,1.0,1.0,1.0,100.0
DUSP3,1.0,1.0,1.0,1.0,100.0
E2F3,1.0,1.0,1.0,1.0,100.0
ECHDC2,1.0,1.0,1.0,1.0,100.0
EEA1,1.0,1.0,1.0,1.0,100.0
EHD4,1.0,1.0,1.0,1.0,100.0
EIF3M,1.0,1.0,1.0,1.0,100.0
DGKA,1.0,1.0,1.0,1.0,100.0
DDX10,1.0,1.0,1.0,1.0,100.0
ARHGAP12,1.0,1.0,1.0,1.0,100.0
CHD7,1.0,1.0,1.0,1.0,100.0
CCND1,1.0,1.0,1.0,1.0,100.0
CDK6,1.0,1.0,1.0,1.0,100.0
CASP8AP2,1.0,1.0,1.0,1.0,100.0
CDK8,1.0,1.0,1.0,1.0,100.0
CASP5,1.0,1.0,1.0,1.0,100.0
CAMKK2,1.0,1.0,1.0,1.0,100.0
CAB39,1.0,1.0,1.0,1.0,100.0
CHST11,1.0,1.0,1.0,1.0,100.0
BCL2L1,1.0,1.0,1.0,1.0,100.0
CHSY1,1.0,1.0,1.0,1.0,100.0
BLMH,1.0,1.0,1.0,1.0,100.0
BIN2,1.0,1.0,1.0,1.0,100.0
BIN1,1.0,1.0,1.0,1.0,100.0
CPED1,1.0,1.0,1.0,1.0,100.0
BCL6,1.0,1.0,1.0,1.0,100.0
DAP,1.0,1.0,1.0,1.0,100.0
ARHGAP25,1.0,1.0,1.0,1.0,100.0
DPYD,1.0,1.0,1.0,1.0,100.0
FBXL5,1.0,1.0,1.0,1.0,100.0
FAM129A,1.0,1.0,1.0,1.0,100.0
APAF1,1.0,1.0,1.0,1.0,100.0
ANOS1,1.0,1.0,1.0,1.0,100.0
ANO10,1.0,1.0,1.0,1.0,100.0
ENO1,1.0,1.0,1.0,1.0,100.0
ANKS6,1.0,1.0,1.0,1.0,100.0
FCGR1A,1.0,1.0,1.0,1.0,100.0
FCGR1B,1.0,1.0,1.0,1.0,100.0
ANKS1A,1.0,1.0,1.0,1.0,100.0
FLT1,1.0,1.0,1.0,1.0,100.0
FOXN3,1.0,1.0,1.0,1.0,100.0
ANKRD11,1.0,1.0,1.0,1.0,100.0
GAS6,1.0,1.0,1.0,1.0,100.0
ADGRG1,1.0,1.0,1.0,1.0,100.0
GMDS,1.0,1.0,1.0,1.0,100.0
GNAQ,1.0,1.0,1.0,1.0,100.0
FAM157C,1.0,1.0,1.0,1.0,100.0
CBWD3,1.0,1.0,1.0,1.0,100.0
ERLIN1,1.0,1.0,1.0,1.0,100.0
ETV6,1.0,1.0,1.0,1.0,100.0
ERC2,1.0,1.0,1.0,1.0,100.0
KPNB1,1.0,1.0,1.0,0.0,75.0
EHBP1,1.0,0.0,1.0,1.0,75.0
IFNAR1,1.0,0.0,1.0,1.0,75.0
HDAC4,1.0,1.0,1.0,0.0,75.0
PYGL,1.0,0.0,1.0,1.0,75.0
COTL1,1.0,1.0,1.0,0.0,75.0
MGAT5,1.0,0.0,1.0,1.0,75.0
YARS,1.0,1.0,0.0,1.0,75.0
SMAD4,1.0,1.0,0.0,1.0,75.0
BHLHE41,0.0,1.0,1.0,1.0,75.0
MILR1,1.0,0.0,1.0,1.0,75.0
PRR14L,1.0,0.0,1.0,1.0,75.0
LHFPL2,1.0,0.0,1.0,1.0,75.0
RANBP9,1.0,0.0,1.0,1.0,75.0
C3,1.0,1.0,1.0,0.0,75.0
HSD17B12,1.0,0.0,1.0,1.0,75.0
