,../mic/output/pySCENIC_discovery/second/mic0_discovery_auc_mtx_0.csv,../mic/output/pySCENIC_discovery/second/mic0_discovery_auc_mtx_1.csv,../mic/output/pySCENIC_discovery/second/mic0_discovery_auc_mtx_2.csv,../mic/output/pySCENIC_discovery/second/mic0_discovery_auc_mtx_3.csv,sum
ZNF804A,1.0,1.0,1.0,1.0,100.0
PAG1,1.0,1.0,1.0,1.0,100.0
HDAC9,1.0,1.0,1.0,1.0,100.0
TRAF3,1.0,1.0,1.0,1.0,100.0
HMBOX1,1.0,1.0,1.0,1.0,100.0
TOM1,1.0,1.0,1.0,1.0,100.0
ID3,1.0,1.0,1.0,1.0,100.0
INPP5F,1.0,1.0,1.0,1.0,100.0
TNFAIP8L1,1.0,1.0,1.0,1.0,100.0
RIMKLB,1.0,1.0,1.0,1.0,100.0
THOC3,1.0,1.0,1.0,1.0,100.0
PLAGL1,1.0,1.0,1.0,1.0,100.0
PIK3CA,1.0,1.0,1.0,1.0,100.0
LONRF1,1.0,1.0,1.0,1.0,100.0
LRIG2,1.0,1.0,1.0,1.0,100.0
LRRC37A2,1.0,1.0,1.0,1.0,100.0
TSC22D1,1.0,1.0,1.0,1.0,100.0
LYST,1.0,1.0,1.0,1.0,100.0
TGFB1I1,1.0,1.0,1.0,1.0,100.0
SNX9,1.0,1.0,1.0,1.0,100.0
OSM,1.0,1.0,1.0,1.0,100.0
TBL1XR1,1.0,1.0,1.0,1.0,100.0
MTPN,1.0,1.0,1.0,1.0,100.0
MYO1E,1.0,1.0,1.0,1.0,100.0
TBK1,1.0,1.0,1.0,1.0,100.0
NBPF1,1.0,1.0,1.0,1.0,100.0
SUCNR1,1.0,1.0,1.0,1.0,100.0
SPOPL,1.0,1.0,1.0,1.0,100.0
NOC3L,1.0,1.0,1.0,1.0,100.0
NR3C1,1.0,1.0,1.0,1.0,100.0
TRAF6,1.0,1.0,1.0,1.0,100.0
GTPBP4,1.0,1.0,1.0,1.0,100.0
TTC33,1.0,1.0,1.0,1.0,100.0
PTPRM,1.0,1.0,1.0,1.0,100.0
REV3L,1.0,1.0,1.0,1.0,100.0
AGFG1,1.0,1.0,1.0,1.0,100.0
ALMS1,1.0,1.0,1.0,1.0,100.0
ZNF704,1.0,1.0,1.0,1.0,100.0
