,../mic/output/pySCENIC_discovery/second/mic0_discovery_auc_mtx_0.csv,../mic/output/pySCENIC_discovery/second/mic0_discovery_auc_mtx_1.csv,../mic/output/pySCENIC_discovery/second/mic0_discovery_auc_mtx_2.csv,../mic/output/pySCENIC_discovery/second/mic0_discovery_auc_mtx_3.csv,sum
ZNF770,1.0,1.0,1.0,1.0,100.0
SUGT1,1.0,1.0,1.0,1.0,100.0
STK10,1.0,1.0,1.0,1.0,100.0
MORC3,1.0,1.0,1.0,1.0,100.0
MOB1B,1.0,1.0,1.0,1.0,100.0
MMRN1,1.0,1.0,1.0,1.0,100.0
STOM,1.0,1.0,1.0,1.0,100.0
STT3B,1.0,1.0,1.0,1.0,100.0
MITF,1.0,1.0,1.0,1.0,100.0
MIER1,1.0,1.0,1.0,1.0,100.0
MRPS34,1.0,1.0,1.0,1.0,100.0
MICAL3,1.0,1.0,1.0,1.0,100.0
SUPT20H,1.0,1.0,1.0,1.0,100.0
MFSD14B,1.0,1.0,1.0,1.0,100.0
SYPL1,1.0,1.0,1.0,1.0,100.0
METTL14,1.0,1.0,1.0,1.0,100.0
MED23,1.0,1.0,1.0,1.0,100.0
MED15,1.0,1.0,1.0,1.0,100.0
MRPL1,1.0,1.0,1.0,1.0,100.0
STEAP1,1.0,1.0,1.0,1.0,100.0
TMPO,1.0,1.0,1.0,1.0,100.0
NDRG3,1.0,1.0,1.0,1.0,100.0
NIPA2,1.0,1.0,1.0,1.0,100.0
NHS,1.0,1.0,1.0,1.0,100.0
NFXL1,1.0,1.0,1.0,1.0,100.0
NFKBID,1.0,1.0,1.0,1.0,100.0
NFATC2IP,1.0,1.0,1.0,1.0,100.0
SSBP1,1.0,1.0,1.0,1.0,100.0
NECAP2,1.0,1.0,1.0,1.0,100.0
ABHD13,1.0,1.0,1.0,1.0,100.0
MYH9,1.0,1.0,1.0,1.0,100.0
NBN,1.0,1.0,1.0,1.0,100.0
NBEAL1,1.0,1.0,1.0,1.0,100.0
NARF,1.0,1.0,1.0,1.0,100.0
STAU2,1.0,1.0,1.0,1.0,100.0
NAA30,1.0,1.0,1.0,1.0,100.0
MYO6,1.0,1.0,1.0,1.0,100.0
MYLIP,1.0,1.0,1.0,1.0,100.0
MBNL3,1.0,1.0,1.0,1.0,100.0
TBC1D8B,1.0,1.0,1.0,1.0,100.0
MAPK1IP1L,1.0,1.0,1.0,1.0,100.0
IVNS1ABP,1.0,1.0,1.0,1.0,100.0
KIF21B,1.0,1.0,1.0,1.0,100.0
KDM3B,1.0,1.0,1.0,1.0,100.0
KCTD20,1.0,1.0,1.0,1.0,100.0
KCNMA1,1.0,1.0,1.0,1.0,100.0
KBTBD2,1.0,1.0,1.0,1.0,100.0
TMED5,1.0,1.0,1.0,1.0,100.0
JTB,1.0,1.0,1.0,1.0,100.0
ITGA5,1.0,1.0,1.0,1.0,100.0
MAP3K7,1.0,1.0,1.0,1.0,100.0
TMEM30A,1.0,1.0,1.0,1.0,100.0
RUVBL1,1.0,1.0,1.0,1.0,100.0
INTS12,1.0,1.0,1.0,1.0,100.0
IMMP2L,1.0,1.0,1.0,1.0,100.0
TMEM9B,1.0,1.0,1.0,1.0,100.0
